index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare,economy_fare_usd,business_fare_usd,first_fare_usd
0,ATL,LAX,19:05:00,2,1:45:00,20:50:00,2,NK1301,NK,Spirit Airlines,20853,,,250.236,,
1,ATL,LAX,19:05:00,1,1:45:00,20:50:00,1,NK1301,NK,Spirit Airlines,23590,,,283.08,,
2,ATL,LAX,19:05:00,5,1:45:00,20:50:00,5,NK1301,NK,Spirit Airlines,23590,,,283.08,,
3,ATL,LAX,19:05:00,3,1:45:00,20:50:00,3,NK1301,NK,Spirit Airlines,23590,,,283.08,,
4,ATL,LAX,10:16:00,4,1:44:00,12:00:00,4,NK1301,NK,Spirit Airlines,32712,,,392.544,,
5,ATL,LAX,19:05:00,6,1:45:00,20:50:00,6,NK1301,NK,Spirit Airlines,32712,,,392.544,,
6,ATL,LAX,22:46:00,6,1:34:00,0:20:00,0,DL1137,DL,Delta Airlines,44537,62648,,534.444,751.776,
7,ATL,LAX,20:53:00,6,1:36:00,22:29:00,6,DL2331,DL,Delta Airlines,44537,111792,,534.444,1341.504,
8,ATL,LAX,17:00:00,6,1:30:00,18:30:00,6,DL383,DL,Delta Airlines,45326,,,543.912,,
9,ATL,LAX,12:15:00,4,1:32:00,13:47:00,4,DL2066,DL,Delta Airlines,45326,,,543.912,,
10,ATL,LAX,11:07:00,6,1:33:00,12:40:00,6,DL515,DL,Delta Airlines,45326,,,543.912,,
11,ATL,LAX,22:46:00,4,1:34:00,0:20:00,5,DL1137,DL,Delta Airlines,45326,62648,,543.912,751.776,
12,ATL,LAX,8:45:00,4,1:35:00,10:20:00,4,DL345,DL,Delta Airlines,45326,62648,,543.912,751.776,
13,ATL,LAX,20:53:00,4,1:36:00,22:29:00,4,DL2331,DL,Delta Airlines,45326,62648,,543.912,751.776,
14,ATL,LAX,20:53:00,5,1:36:00,22:29:00,5,DL2331,DL,Delta Airlines,45326,,,543.912,,
15,ATL,LAX,15:10:00,4,1:38:00,16:48:00,4,DL1678,DL,Delta Airlines,45326,,,543.912,,
16,ATL,LAX,17:50:00,5,1:40:00,19:30:00,5,DL2864,DL,Delta Airlines,45326,,,543.912,,
17,ATL,LAX,16:35:00,4,1:40:00,18:15:00,4,DL335,DL,Delta Airlines,45326,62648,,543.912,751.776,
18,ATL,LAX,19:30:00,6,1:40:00,21:10:00,6,DL303,DL,Delta Airlines,45326,,,543.912,,
19,ATL,LAX,18:00:00,6,1:40:00,19:40:00,6,DL2864,DL,Delta Airlines,45326,115969,,543.912,1391.628,
20,ATL,LAX,17:50:00,4,1:40:00,19:30:00,4,DL2864,DL,Delta Airlines,45326,,,543.912,,
21,ATL,LAX,16:35:00,5,1:40:00,18:15:00,5,DL335,DL,Delta Airlines,45326,62648,,543.912,751.776,
22,ATL,LAX,10:00:00,4,1:40:00,11:40:00,4,DL516,DL,Delta Airlines,45326,62648,,543.912,751.776,
23,ATL,LAX,14:10:00,4,1:40:00,15:50:00,4,DL2284,DL,Delta Airlines,45326,,,543.912,,
24,ATL,LAX,14:10:00,6,1:40:00,15:50:00,6,DL2284,DL,Delta Airlines,45326,,,543.912,,
25,ATL,ORD,14:45:00,1,1:14:00,15:59:00,1,NK762,NK,Spirit Airlines,8748,,,104.976,,
26,ATL,ORD,14:45:00,5,1:14:00,15:59:00,5,NK762,NK,Spirit Airlines,8748,,,104.976,,
27,ATL,ORD,14:45:00,2,1:14:00,15:59:00,2,NK762,NK,Spirit Airlines,12154,,,145.848,,
28,ATL,ORD,14:45:00,3,1:14:00,15:59:00,3,NK762,NK,Spirit Airlines,14844,,,178.128,,
29,ATL,ORD,22:30:00,5,0:57:00,23:27:00,5,DL2976,DL,Delta Airlines,16402,20465,,196.824,245.58,
30,ATL,ORD,19:59:00,5,1:09:00,21:08:00,5,DL1453,DL,Delta Airlines,16402,19616,,196.824,235.392,
31,ATL,ORD,6:30:00,5,1:28:00,7:58:00,5,UA5284,UA,United Airlines,16413,21992,,196.956,263.904,
32,ATL,ORD,8:00:00,5,1:14:00,9:14:00,5,AA2893,AA,American Airlines,16458,,,197.496,,
33,ATL,ORD,15:05:00,5,1:17:00,16:22:00,5,AA3266,AA,American Airlines,16458,,,197.496,,
34,ATL,ORD,18:24:00,5,1:21:00,19:45:00,5,AA3688,AA,American Airlines,16458,,,197.496,,
35,ATL,ORD,10:56:00,2,1:12:00,12:08:00,2,UA299,UA,United Airlines,17130,22672,,205.56,272.064,
36,ATL,ORD,10:56:00,0,1:12:00,12:08:00,0,UA299,UA,United Airlines,17130,22672,,205.56,272.064,
37,ATL,ORD,10:56:00,1,1:12:00,12:08:00,1,UA299,UA,United Airlines,17130,22672,,205.56,272.064,
38,ATL,ORD,12:35:00,2,1:23:00,13:58:00,2,UA5339,UA,United Airlines,17130,22672,,205.56,272.064,
39,ATL,ORD,12:40:00,0,1:23:00,14:03:00,0,UA5339,UA,United Airlines,17130,22672,,205.56,272.064,
40,ATL,ORD,12:35:00,1,1:23:00,13:58:00,1,UA5339,UA,United Airlines,17130,22672,,205.56,272.064,
41,ATL,ORD,6:30:00,2,1:28:00,7:58:00,2,UA5284,UA,United Airlines,17130,22672,,205.56,272.064,
42,ATL,ORD,6:30:00,1,1:28:00,7:58:00,1,UA5284,UA,United Airlines,17130,22672,,205.56,272.064,
43,ATL,ORD,22:30:00,1,0:57:00,23:27:00,1,DL2976,DL,Delta Airlines,17175,,,206.1,,
44,ATL,ORD,22:30:00,4,0:57:00,23:27:00,4,DL2976,DL,Delta Airlines,17175,,,206.1,,
45,ATL,ORD,7:15:00,6,1:00:00,8:15:00,6,DL2822,DL,Delta Airlines,17175,20465,,206.1,245.58,
46,ATL,ORD,8:00:00,2,1:14:00,9:14:00,2,AA2893,AA,American Airlines,17175,,,206.1,,
47,ATL,ORD,8:00:00,1,1:14:00,9:14:00,1,AA2893,AA,American Airlines,17175,,,206.1,,
48,ATL,ORD,11:18:00,1,1:19:00,12:37:00,1,AA4541,AA,American Airlines,17175,,,206.1,,
49,ATL,ORD,8:00:00,3,1:14:00,9:14:00,3,AA2893,AA,American Airlines,17369,,,208.428,,
50,ATL,LHR,19:20:00,2,13:20:00,8:40:00,3,VS104,VS,Virgin Atlantic,103422,224440,544379,1241.064,2693.28,6532.548
51,ATL,LHR,17:45:00,2,13:20:00,7:05:00,3,VS4044,VS,Virgin Atlantic,103422,,,1241.064,,
52,ATL,LHR,17:45:00,1,13:20:00,7:05:00,2,VS4044,VS,Virgin Atlantic,103422,,,1241.064,,
53,ATL,LHR,19:20:00,6,13:20:00,8:40:00,0,VS104,VS,Virgin Atlantic,103422,226226,,1241.064,2714.712,
54,ATL,LHR,19:20:00,1,13:20:00,8:40:00,2,VS104,VS,Virgin Atlantic,103422,226226,,1241.064,2714.712,
55,ATL,LHR,17:45:00,6,13:20:00,7:05:00,0,VS4044,VS,Virgin Atlantic,103422,,,1241.064,,
56,ATL,LHR,19:20:00,0,13:20:00,8:40:00,1,VS104,VS,Virgin Atlantic,103422,222552,,1241.064,2670.624,
57,ATL,LHR,19:20:00,5,13:20:00,8:40:00,6,VS104,VS,Virgin Atlantic,108801,230513,,1305.612,2766.156,
58,ATL,LHR,17:45:00,3,13:20:00,7:05:00,4,VS4044,VS,Virgin Atlantic,108801,228683,,1305.612,2744.196,
59,ATL,LHR,17:45:00,5,13:20:00,7:05:00,6,VS4044,VS,Virgin Atlantic,108801,,,1305.612,,
60,ATL,LHR,19:20:00,3,13:20:00,8:40:00,4,VS104,VS,Virgin Atlantic,108801,228683,,1305.612,2744.196,
61,ATL,LHR,17:45:00,0,13:20:00,7:05:00,1,VS4044,VS,Virgin Atlantic,114178,,,1370.136,,
62,ATL,LHR,19:20:00,4,13:20:00,8:40:00,5,VS104,VS,Virgin Atlantic,119557,228683,781949,1434.684,2744.196,9383.388
63,ATL,LHR,21:50:00,5,13:20:00,11:10:00,6,DL32,DL,Delta Airlines,159741,,,1916.892,,
64,ATL,LHR,19:20:00,5,13:20:00,8:40:00,6,DL5998,DL,Delta Airlines,159741,230513,,1916.892,2766.156,
65,ATL,LHR,17:45:00,5,13:20:00,7:05:00,6,DL30,DL,Delta Airlines,159741,,,1916.892,,
66,ATL,LHR,19:20:00,0,13:20:00,8:40:00,1,DL5998,DL,Delta Airlines,160772,,661553,1929.264,,7938.636
67,ATL,LHR,17:45:00,1,13:20:00,7:05:00,2,DL30,DL,Delta Airlines,160772,,787109,1929.264,,9445.308
68,ATL,LHR,21:50:00,1,13:20:00,11:10:00,2,DL32,DL,Delta Airlines,160772,,644153,1929.264,,7729.836
69,ATL,LHR,21:50:00,0,13:20:00,11:10:00,1,DL32,DL,Delta Airlines,160772,,648397,1929.264,,7780.764
70,ATL,LHR,19:20:00,1,13:20:00,8:40:00,2,DL5998,DL,Delta Airlines,160772,226226,,1929.264,2714.712,
71,ATL,LHR,17:45:00,0,13:20:00,7:05:00,1,DL30,DL,Delta Airlines,160772,,648397,1929.264,,7780.764
72,ATL,LHR,21:50:00,1,13:20:00,11:10:00,2,VS4010,VS,Virgin Atlantic,161327,,,1935.924,,
73,ATL,LHR,21:50:00,0,13:20:00,11:10:00,1,VS4010,VS,Virgin Atlantic,161327,,,1935.924,,
74,ATL,LHR,19:20:00,6,13:20:00,8:40:00,0,DL5998,DL,Delta Airlines,161327,226226,,1935.924,2714.712,
75,ATL,CDG,22:05:00,6,14:15:00,12:20:00,0,VS3993,VS,Virgin Atlantic,104234,243873,,1250.808,2926.476,
76,ATL,CDG,22:05:00,1,14:15:00,12:20:00,2,VS3993,VS,Virgin Atlantic,107990,243873,,1295.88,2926.476,
77,ATL,CDG,22:05:00,2,14:15:00,12:20:00,3,VS3993,VS,Virgin Atlantic,107990,244810,,1295.88,2937.72,
78,ATL,CDG,22:05:00,0,14:15:00,12:20:00,1,VS3993,VS,Virgin Atlantic,107990,,625056,1295.88,,7500.672
79,ATL,CDG,15:30:00,0,14:40:00,6:10:00,1,VS3970,VS,Virgin Atlantic,107990,,625056,1295.88,,7500.672
80,ATL,CDG,15:30:00,2,14:40:00,6:10:00,3,VS3970,VS,Virgin Atlantic,107990,,625056,1295.88,,7500.672
81,ATL,CDG,15:30:00,1,14:40:00,6:10:00,2,VS3970,VS,Virgin Atlantic,107990,243873,,1295.88,2926.476,
82,ATL,CDG,15:30:00,6,14:40:00,6:10:00,0,VS3970,VS,Virgin Atlantic,107990,243873,,1295.88,2926.476,
83,ATL,CDG,22:05:00,5,14:15:00,12:20:00,6,VS3993,VS,Virgin Atlantic,113462,248104,,1361.544,2977.248,
84,ATL,CDG,22:05:00,3,14:15:00,12:20:00,4,VS3993,VS,Virgin Atlantic,113462,249054,,1361.544,2988.648,
85,ATL,CDG,15:30:00,5,14:40:00,6:10:00,6,VS3970,VS,Virgin Atlantic,113462,,,1361.544,,
86,ATL,CDG,15:30:00,3,14:40:00,6:10:00,4,VS3970,VS,Virgin Atlantic,113462,,,1361.544,,
87,ATL,CDG,22:05:00,6,14:15:00,12:20:00,0,DL84,DL,Delta Airlines,160536,243873,,1926.432,2926.476,
88,ATL,CDG,20:05:00,6,14:30:00,10:35:00,0,DL8672,DL,Delta Airlines,160536,243873,661763,1926.432,2926.476,7941.156
89,ATL,CDG,20:05:00,6,14:30:00,10:35:00,0,AF689,AF,Air France,161330,,662972,1935.96,,7955.664
90,ATL,CDG,16:35:00,6,14:30:00,7:05:00,0,DL8517,DL,Delta Airlines,166322,243873,661763,1995.864,2926.476,7941.156
91,ATL,CDG,15:30:00,6,14:40:00,6:10:00,0,DL82,DL,Delta Airlines,166322,243873,,1995.864,2926.476,
92,ATL,CDG,22:05:00,1,14:15:00,12:20:00,2,DL84,DL,Delta Airlines,166463,243873,,1997.556,2926.476,
93,ATL,CDG,22:05:00,0,14:15:00,12:20:00,1,DL84,DL,Delta Airlines,166463,,,1997.556,,
94,ATL,CDG,16:35:00,1,14:30:00,7:05:00,2,DL8517,DL,Delta Airlines,166463,243873,,1997.556,2926.476,
95,ATL,CDG,20:05:00,2,14:30:00,10:35:00,3,DL8672,DL,Delta Airlines,166463,244810,620812,1997.556,2937.72,7449.744
96,ATL,CDG,16:35:00,0,14:30:00,7:05:00,1,DL8517,DL,Delta Airlines,166463,,,1997.556,,
97,ATL,CDG,16:35:00,2,14:30:00,7:05:00,3,DL8517,DL,Delta Airlines,166463,244810,620812,1997.556,2937.72,7449.744
98,ATL,CDG,15:30:00,0,14:40:00,6:10:00,1,DL82,DL,Delta Airlines,166463,,,1997.556,,
99,ATL,CDG,15:30:00,1,14:40:00,6:10:00,2,DL82,DL,Delta Airlines,166463,243873,,1997.556,2926.476,
100,ATL,AMS,20:15:00,1,14:20:00,10:35:00,2,VS3948,VS,Virgin Atlantic,106112,219544,,1273.344,2634.528,
101,ATL,AMS,20:15:00,6,14:20:00,10:35:00,0,VS3948,VS,Virgin Atlantic,106112,226253,625056,1273.344,2715.036,7500.672
102,ATL,AMS,15:20:00,1,14:35:00,5:55:00,2,VS4054,VS,Virgin Atlantic,106112,219544,,1273.344,2634.528,
103,ATL,AMS,17:35:00,6,14:35:00,8:10:00,0,VS3932,VS,Virgin Atlantic,106112,226253,625056,1273.344,2715.036,7500.672
104,ATL,AMS,17:35:00,1,14:35:00,8:10:00,2,VS3932,VS,Virgin Atlantic,106112,219544,,1273.344,2634.528,
105,ATL,AMS,15:20:00,6,14:35:00,5:55:00,0,VS4054,VS,Virgin Atlantic,106112,226253,625056,1273.344,2715.036,7500.672
106,ATL,AMS,20:15:00,4,14:20:00,10:35:00,5,VS3948,VS,Virgin Atlantic,111489,,,1337.868,,
107,ATL,AMS,15:20:00,4,14:35:00,5:55:00,5,VS4054,VS,Virgin Atlantic,111489,,,1337.868,,
108,ATL,AMS,17:35:00,4,14:35:00,8:10:00,5,VS3932,VS,Virgin Atlantic,111489,,,1337.868,,
109,ATL,AMS,22:40:00,6,14:15:00,12:55:00,0,DL9375,DL,Delta Airlines,162960,,,1955.52,,
110,ATL,AMS,20:15:00,6,14:20:00,10:35:00,0,DL74,DL,Delta Airlines,162960,226253,,1955.52,2715.036,
111,ATL,AMS,20:15:00,0,14:20:00,10:35:00,1,VS3948,VS,Virgin Atlantic,162960,225034,,1955.52,2700.408,
112,ATL,AMS,17:35:00,0,14:35:00,8:10:00,1,VS3932,VS,Virgin Atlantic,162960,225034,625056,1955.52,2700.408,7500.672
113,ATL,AMS,15:20:00,0,14:35:00,5:55:00,1,VS4054,VS,Virgin Atlantic,162960,225034,,1955.52,2700.408,
114,ATL,AMS,15:20:00,2,14:35:00,5:55:00,3,VS4054,VS,Virgin Atlantic,162960,227156,,1955.52,2725.872,
115,ATL,AMS,22:40:00,0,14:15:00,12:55:00,1,DL9375,DL,Delta Airlines,163568,,,1962.816,,
116,ATL,AMS,20:15:00,0,14:20:00,10:35:00,1,DL74,DL,Delta Airlines,163568,227156,620812,1962.816,2725.872,7449.744
117,ATL,AMS,20:15:00,2,14:20:00,10:35:00,3,VS3948,VS,Virgin Atlantic,163568,227156,,1962.816,2725.872,
118,ATL,AMS,20:15:00,1,14:20:00,10:35:00,2,DL74,DL,Delta Airlines,163568,,,1962.816,,
119,ATL,AMS,17:35:00,2,14:35:00,8:10:00,3,VS3932,VS,Virgin Atlantic,163568,227156,,1962.816,2725.872,
120,ATL,AMS,15:20:00,1,14:35:00,5:55:00,2,DL70,DL,Delta Airlines,163568,,,1962.816,,
121,ATL,AMS,17:35:00,0,14:35:00,8:10:00,1,DL72,DL,Delta Airlines,163568,227156,,1962.816,2725.872,
122,ATL,AMS,15:20:00,0,14:35:00,5:55:00,1,DL70,DL,Delta Airlines,163568,227156,620812,1962.816,2725.872,7449.744
123,ATL,AMS,17:35:00,6,14:35:00,8:10:00,0,DL72,DL,Delta Airlines,163568,226253,,1962.816,2715.036,
124,ATL,AMS,15:20:00,2,14:35:00,5:55:00,3,DL70,DL,Delta Airlines,163568,227156,532900,1962.816,2725.872,6394.8
125,ATL,DFW,8:00:00,5,1:22:00,9:22:00,5,NK233,NK,Spirit Airlines,7941,,,95.292,,
126,ATL,DFW,8:00:00,4,1:22:00,9:22:00,4,NK233,NK,Spirit Airlines,7941,,,95.292,,
127,ATL,DFW,13:46:00,5,1:18:00,15:04:00,5,F91551,F9,Frontier Airlines,7978,,,95.736,,
128,ATL,DFW,8:00:00,1,1:22:00,9:22:00,1,NK233,NK,Spirit Airlines,10631,,,127.572,,
129,ATL,DFW,8:00:00,2,1:22:00,9:22:00,2,NK233,NK,Spirit Airlines,10631,,,127.572,,
130,ATL,DFW,8:00:00,3,1:22:00,9:22:00,3,NK233,NK,Spirit Airlines,10631,,,127.572,,
131,ATL,DFW,14:31:00,2,1:22:00,15:53:00,2,F91551,F9,Frontier Airlines,10667,,,128.004,,
132,ATL,DFW,14:27:00,4,1:22:00,15:49:00,4,F91551,F9,Frontier Airlines,12101,,,145.212,,
133,ATL,DFW,14:19:00,0,1:22:00,15:41:00,0,F91551,F9,Frontier Airlines,12818,,,153.816,,
134,ATL,DFW,8:00:00,0,1:22:00,9:22:00,0,NK233,NK,Spirit Airlines,14215,,,170.58,,
135,ATL,DFW,8:00:00,6,1:22:00,9:22:00,6,NK233,NK,Spirit Airlines,14215,,,170.58,,
136,ATL,DFW,22:45:00,4,1:13:00,23:58:00,4,DL1002,DL,Delta Airlines,16402,,,196.824,,
137,ATL,DFW,22:45:00,5,1:13:00,23:58:00,5,DL1002,DL,Delta Airlines,16458,,,197.496,,
138,ATL,DFW,12:32:00,5,1:17:00,13:49:00,5,AA982,AA,American Airlines,16458,,,197.496,,
139,ATL,DFW,10:22:00,5,1:18:00,11:40:00,5,AA2778,AA,American Airlines,16458,,,197.496,,
140,ATL,DFW,10:22:00,6,1:18:00,11:40:00,6,AA2778,AA,American Airlines,16458,,,197.496,,
141,ATL,DFW,8:00:00,5,1:19:00,9:19:00,5,AA1567,AA,American Airlines,16458,,,197.496,,
142,ATL,DFW,14:28:00,5,1:20:00,15:48:00,5,AA980,AA,American Airlines,16458,,,197.496,,
143,ATL,FRA,17:45:00,0,14:55:00,8:40:00,1,VS3849,VS,Virgin Atlantic,107990,224697,,1295.88,2696.364,
144,ATL,FRA,17:45:00,2,14:55:00,8:40:00,3,VS3849,VS,Virgin Atlantic,107990,224697,625056,1295.88,2696.364,7500.672
145,ATL,FRA,17:45:00,3,14:55:00,8:40:00,4,VS3849,VS,Virgin Atlantic,107990,,1348021,1295.88,,16176.252
146,ATL,FRA,17:45:00,1,14:55:00,8:40:00,2,VS3849,VS,Virgin Atlantic,107990,226562,732668,1295.88,2718.744,8792.016
147,ATL,FRA,17:45:00,5,14:55:00,8:40:00,6,VS3849,VS,Virgin Atlantic,113462,,,1361.544,,
148,ATL,FRA,17:45:00,6,14:55:00,8:40:00,0,VS3849,VS,Virgin Atlantic,113462,,1134566,1361.544,,13614.792
149,ATL,FRA,16:05:00,6,14:55:00,7:00:00,0,UA8830,UA,United Airlines,164360,198872,,1972.32,2386.464,
150,ATL,FRA,16:05:00,5,14:55:00,7:00:00,6,UA8830,UA,United Airlines,164940,,618416,1979.28,,7420.992
151,ATL,FRA,16:05:00,6,14:55:00,7:00:00,0,LH445,LH,Lufthansa,165004,197279,794661,1980.048,2367.348,9535.932
152,ATL,FRA,16:05:00,5,14:55:00,7:00:00,6,LH445,LH,Lufthansa,165004,197279,617811,1980.048,2367.348,7413.732
153,ATL,FRA,16:05:00,2,14:55:00,7:00:00,3,UA8830,UA,United Airlines,166399,,,1996.788,,
154,ATL,FRA,16:05:00,0,14:55:00,7:00:00,1,UA8830,UA,United Airlines,166399,240032,745400,1996.788,2880.384,8944.8
155,ATL,FRA,16:05:00,3,14:55:00,7:00:00,4,UA8830,UA,United Airlines,166399,184423,,1996.788,2213.076,
156,ATL,FRA,16:05:00,2,14:55:00,7:00:00,3,LH445,LH,Lufthansa,166463,243537,879173,1997.556,2922.444,10550.076
157,ATL,FRA,17:45:00,3,14:55:00,8:40:00,4,DL14,DL,Delta Airlines,166463,,1343778,1997.556,,16125.336
158,ATL,FRA,17:45:00,2,14:55:00,8:40:00,3,DL14,DL,Delta Airlines,166463,,620812,1997.556,,7449.744
159,ATL,FRA,17:45:00,0,14:55:00,8:40:00,1,DL14,DL,Delta Airlines,166463,,800569,1997.556,,9606.828
160,ATL,FRA,17:45:00,1,14:55:00,8:40:00,2,DL14,DL,Delta Airlines,166463,226562,,1997.556,2718.744,
161,ATL,FRA,16:05:00,0,14:55:00,7:00:00,1,LH445,LH,Lufthansa,166463,243537,,1997.556,2922.444,
162,ATL,FRA,16:05:00,3,14:55:00,7:00:00,4,LH445,LH,Lufthansa,167103,185575,731053,2005.236,2226.9,8772.636
163,ATL,FRA,17:45:00,4,14:55:00,8:40:00,5,VS3849,VS,Virgin Atlantic,170392,,847856,2044.704,,10174.272
164,ATL,FRA,17:45:00,4,14:55:00,8:40:00,5,DL14,DL,Delta Airlines,171024,,843613,2052.288,,10123.356
165,ATL,FRA,17:45:00,5,14:55:00,8:40:00,6,DL14,DL,Delta Airlines,171024,,,2052.288,,
166,ATL,FRA,17:45:00,6,14:55:00,8:40:00,0,DL14,DL,Delta Airlines,171024,461913,1180391,2052.288,5542.956,14164.692
167,ATL,IST,22:10:00,2,17:30:00,15:40:00,3,TK32,TK,Turkish Airlines,116648,,312122,1399.776,,3745.464
168,ATL,IST,22:10:00,0,17:30:00,15:40:00,1,TK32,TK,Turkish Airlines,116648,,309656,1399.776,,3715.872
169,ATL,IST,22:10:00,1,17:30:00,15:40:00,2,TK32,TK,Turkish Airlines,116648,,309656,1399.776,,3715.872
170,ATL,IST,22:10:00,3,17:30:00,15:40:00,4,TK32,TK,Turkish Airlines,120170,,529508,1442.04,,6354.096
171,ATL,IST,22:10:00,6,17:30:00,15:40:00,0,TK32,TK,Turkish Airlines,120852,,483335,1450.224,,5800.02
172,ATL,IST,22:10:00,5,17:30:00,15:40:00,6,TK32,TK,Turkish Airlines,121051,,360683,1452.612,,4328.196
173,ATL,IST,22:10:00,4,17:30:00,15:40:00,5,TK32,TK,Turkish Airlines,121051,,322238,1452.612,,3866.856
174,ATL,DEN,6:55:00,6,1:20:00,8:15:00,6,F9421,F9,Frontier Airlines,18245,,,218.94,,
175,ATL,DEN,21:03:00,6,1:27:00,22:30:00,6,F9419,F9,Frontier Airlines,18245,,,218.94,,
176,ATL,DEN,7:05:00,5,1:15:00,8:20:00,5,F9421,F9,Frontier Airlines,19248,,,230.976,,
177,ATL,DEN,6:35:00,3,1:20:00,7:55:00,3,F9421,F9,Frontier Airlines,19248,,,230.976,,
178,ATL,DEN,6:51:00,4,1:20:00,8:11:00,4,F9421,F9,Frontier Airlines,19248,,,230.976,,
179,ATL,DEN,21:04:00,4,1:27:00,22:31:00,4,F9419,F9,Frontier Airlines,19248,,,230.976,,
180,ATL,DEN,21:42:00,5,1:27:00,23:09:00,5,F9419,F9,Frontier Airlines,19248,,,230.976,,
181,ATL,DEN,20:48:00,3,1:28:00,22:16:00,3,F9419,F9,Frontier Airlines,19248,,,230.976,,
182,ATL,DEN,7:05:00,1,1:15:00,8:20:00,1,F9421,F9,Frontier Airlines,21619,,,259.428,,
183,ATL,DEN,6:57:00,2,1:20:00,8:17:00,2,F9421,F9,Frontier Airlines,21619,,,259.428,,
184,ATL,DEN,6:55:00,0,1:20:00,8:15:00,0,F9421,F9,Frontier Airlines,21619,,,259.428,,
185,ATL,DEN,21:08:00,1,1:27:00,22:35:00,1,F9419,F9,Frontier Airlines,21619,,,259.428,,
186,ATL,DEN,21:09:00,2,1:27:00,22:36:00,2,F9419,F9,Frontier Airlines,21619,,,259.428,,
187,ATL,DEN,21:08:00,0,1:27:00,22:35:00,0,F9419,F9,Frontier Airlines,21619,,,259.428,,
188,ATL,DEN,8:31:00,5,1:20:00,9:51:00,5,UA340,UA,United Airlines,23636,30308,,283.632,363.696,
189,ATL,DEN,22:36:00,4,1:13:00,23:49:00,4,DL1474,DL,Delta Airlines,23676,38883,,284.112,466.596,
190,ATL,DEN,20:50:00,6,1:13:00,22:03:00,6,DL511,DL,Delta Airlines,23676,34639,,284.112,415.668,
191,ATL,DEN,22:36:00,6,1:13:00,23:49:00,6,DL1474,DL,Delta Airlines,23676,38034,,284.112,456.408,
192,ATL,DEN,20:50:00,4,1:13:00,22:03:00,4,DL511,DL,Delta Airlines,23676,38883,,284.112,466.596,
193,ATL,DEN,20:50:00,5,1:14:00,22:04:00,5,DL511,DL,Delta Airlines,23682,35576,,284.184,426.912,
194,ATL,DEN,12:35:00,1,1:03:00,13:38:00,1,DL846,DL,Delta Airlines,25971,,,311.652,,
195,ATL,DEN,8:10:00,0,1:07:00,9:17:00,0,DL818,DL,Delta Airlines,25971,,,311.652,,
196,ATL,DEN,20:50:00,1,1:13:00,22:03:00,1,DL511,DL,Delta Airlines,25971,,,311.652,,
197,ATL,DEN,20:50:00,0,1:13:00,22:03:00,0,DL511,DL,Delta Airlines,25971,,,311.652,,
198,ATL,DEN,22:36:00,0,1:13:00,23:49:00,0,DL1474,DL,Delta Airlines,25971,37780,,311.652,453.36,
199,ATL,JFK,7:14:00,4,2:15:00,9:29:00,4,B6920,B6,Jetblue Airways,8830,,,105.96,,
200,ATL,JFK,17:04:00,0,2:25:00,19:29:00,0,B6720,B6,Jetblue Airways,11519,,,138.228,,
201,ATL,JFK,7:14:00,2,2:15:00,9:29:00,2,B6920,B6,Jetblue Airways,13312,,,159.744,,
202,ATL,JFK,7:14:00,1,2:15:00,9:29:00,1,B6920,B6,Jetblue Airways,13312,,,159.744,,
203,ATL,JFK,12:31:00,2,2:22:00,14:53:00,2,B6520,B6,Jetblue Airways,13312,,,159.744,,
204,ATL,JFK,19:28:00,1,2:26:00,21:54:00,1,B61320,B6,Jetblue Airways,13312,,,159.744,,
205,ATL,JFK,19:28:00,2,2:26:00,21:54:00,2,B61320,B6,Jetblue Airways,13312,,,159.744,,
206,ATL,JFK,17:04:00,2,2:25:00,19:29:00,2,B6720,B6,Jetblue Airways,14208,,,170.496,,
207,ATL,JFK,12:45:00,2,2:24:00,15:09:00,2,DL847,DL,Delta Airlines,15520,27425,,186.24,329.1,
208,ATL,JFK,14:20:00,2,2:28:00,16:48:00,2,DL917,DL,Delta Airlines,15520,27425,,186.24,329.1,
209,ATL,JFK,21:29:00,1,2:30:00,23:59:00,1,DL517,DL,Delta Airlines,15520,27647,,186.24,331.764,
210,ATL,JFK,21:29:00,2,2:30:00,23:59:00,2,DL517,DL,Delta Airlines,15520,27425,,186.24,329.1,
211,ATL,JFK,8:45:00,1,2:15:00,11:00:00,1,DL733,DL,Delta Airlines,15561,27424,,186.732,329.088,
212,ATL,JFK,10:03:00,1,2:25:00,12:28:00,1,DL2269,DL,Delta Airlines,15561,27647,,186.732,331.764,
213,ATL,JFK,21:29:00,0,2:30:00,23:59:00,0,DL517,DL,Delta Airlines,15561,27425,,186.732,329.1,
214,ATL,JFK,8:45:00,2,2:15:00,11:00:00,2,DL733,DL,Delta Airlines,16458,,,197.496,,
215,ATL,JFK,10:03:00,2,2:25:00,12:28:00,2,DL2269,DL,Delta Airlines,16458,27425,,197.496,329.1,
216,ATL,JFK,7:14:00,1,2:15:00,9:29:00,1,AA9141,AA,American Airlines,16674,,,200.088,,
217,ATL,JFK,19:28:00,2,2:26:00,21:54:00,2,AA9187,AA,American Airlines,16674,,,200.088,,
218,ATL,JFK,19:28:00,1,2:26:00,21:54:00,1,AA9187,AA,American Airlines,16674,,,200.088,,
219,ATL,JFK,21:29:00,5,2:30:00,23:59:00,5,DL517,DL,Delta Airlines,16893,29547,,202.716,354.564,
